ratings_and_offers_id,ulta_id,rating,no_of_reviews,options,offers,date
8724,8724,4.40,133.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8725,8725,4.30,31.0,,,08/23/2020
8726,8726,4.00,51.0,,,08/23/2020
8727,8727,4.20,85.0,,,08/23/2020
8728,8728,2.00,1.0,,,08/23/2020
8729,8729,2.50,76.0,,Free Gift with Purchase!,08/23/2020
8730,8730,4.20,26.0,,,08/23/2020
8731,8731,3.40,16.0,,,08/23/2020
8732,8732,4.20,10.0,,,08/23/2020
8733,8733,4.40,36.0,,,08/23/2020
8734,8734,4.20,6.0,,,08/23/2020
8735,8735,4.70,18.0,,Free Gift with Purchase!,08/23/2020
8736,8736,3.90,31.0,,,08/23/2020
8737,8737,4.70,99.0,,,08/23/2020
8738,8738,4.50,2.0,,,08/23/2020
8739,8739,4.20,23.0,,,08/23/2020
8740,8740,3.20,29.0,,,08/23/2020
8741,8741,3.40,45.0,,,08/23/2020
8742,8742,4.80,5.0,,,08/23/2020
8743,8743,3.50,30.0,,,08/23/2020
8744,8744,3.60,26.0,2 Options,,08/23/2020
8745,8745,5.00,1.0,,,08/23/2020
8746,8746,4.60,51.0,,,08/23/2020
8747,8747,0,,,,08/23/2020
8748,8748,4.70,52.0,,Free Gift with Purchase!,08/23/2020
8749,8749,0,,,,08/23/2020
8750,8750,5.00,8.0,,,08/23/2020
8751,8751,4.30,3.0,,,08/23/2020
8752,8752,5.00,1.0,,,08/23/2020
8753,8753,4.50,57.0,,,08/23/2020
8754,8754,3.80,5.0,,,08/23/2020
8755,8755,4.70,11.0,,,08/23/2020
8756,8756,4.80,17.0,,,08/23/2020
8757,8757,4.50,124.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8758,8758,4.50,4.0,,,08/23/2020
8759,8759,3.90,27.0,,,08/23/2020
8760,8760,3.30,22.0,,,08/23/2020
8761,8761,5.00,4.0,,Free Gift with Purchase!,08/23/2020
8762,8762,4.60,382.0,,,08/23/2020
8763,8763,3.80,13.0,,,08/23/2020
8764,8764,3.80,12.0,,,08/23/2020
8765,8765,4.90,7.0,,,08/23/2020
8766,8766,4.00,23.0,,,08/23/2020
8767,8767,4.50,418.0,,,08/23/2020
8768,8768,0.00,,,,08/23/2020
8769,8769,4.70,3.0,,,08/23/2020
8770,8770,3.80,6.0,,,08/23/2020
8771,8771,5.00,7.0,,,08/23/2020
8772,8772,3.70,6.0,,,08/23/2020
8773,8773,4.50,24.0,,,08/23/2020
8774,8774,4.70,3.0,,,08/23/2020
8775,8775,4.20,6.0,,,08/23/2020
8776,8776,3.90,19.0,,,08/23/2020
8777,8777,4.60,10.0,,,08/23/2020
8778,8778,4.00,68.0,,,08/23/2020
8779,8779,4.50,11.0,,,08/23/2020
8780,8780,5.00,5.0,,,08/23/2020
8781,8781,4.40,9.0,,,08/23/2020
8782,8782,4.70,6.0,,,08/23/2020
8783,8783,4.60,12.0,,,08/23/2020
8784,8784,4.60,25.0,,,08/23/2020
8785,8785,4.40,12.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8786,8786,5.00,1.0,,,08/23/2020
8787,8787,5.00,2.0,,,08/23/2020
8788,8788,4.60,24.0,,,08/23/2020
8789,8789,4.10,26.0,,,08/23/2020
8790,8790,4.60,21.0,,,08/23/2020
8791,8791,4.30,12.0,,,08/23/2020
8792,8792,4.30,3.0,,,08/23/2020
8793,8793,4.00,23.0,,,08/23/2020
8794,8794,5.00,1.0,,,08/23/2020
8795,8795,3.00,21.0,,,08/23/2020
8796,8796,4.60,73.0,,,08/23/2020
8797,8797,5.00,2.0,,,08/23/2020
8798,8798,4.00,77.0,,,08/23/2020
8799,8799,4.00,21.0,,,08/23/2020
8800,8800,4.80,17.0,,,08/23/2020
8801,8801,0,,,,08/23/2020
8802,8802,4.00,11.0,,,08/23/2020
8803,8803,5.00,1.0,,,08/23/2020
8804,8804,4.60,62.0,,,08/23/2020
8805,8805,4.40,5.0,,,08/23/2020
8806,8806,5.00,5.0,,,08/23/2020
8807,8807,2.90,18.0,,,08/23/2020
8808,8808,4.30,16.0,,,08/23/2020
8809,8809,4.60,7.0,,,08/23/2020
8810,8810,4.10,23.0,,,08/23/2020
8811,8811,2.30,43.0,,,08/23/2020
8812,8812,3.40,20.0,,,08/23/2020
8813,8813,5.00,2.0,,,08/23/2020
8814,8814,3.60,23.0,,,08/23/2020
8815,8815,3.60,27.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8816,8816,4.40,35.0,,,08/23/2020
8817,8817,4.80,10.0,,,08/23/2020
8818,8818,3.90,9.0,,,08/23/2020
8819,8819,3.20,17.0,,,08/23/2020
8820,8820,0,,,,08/23/2020
8821,8821,4.60,128.0,,,08/23/2020
8822,8822,3.80,13.0,,,08/23/2020
8823,8823,3.50,17.0,,,08/23/2020
8824,8824,3.50,8.0,,,08/23/2020
8825,8825,4.10,7.0,,,08/23/2020
8826,8826,4.00,4.0,,,08/23/2020
8827,8827,4.40,443.0,,,08/23/2020
8828,8828,4.60,17.0,,,08/23/2020
8829,8829,4.60,19.0,,,08/23/2020
8830,8830,4.60,9.0,,,08/23/2020
8831,8831,4.60,77.0,,,08/23/2020
8832,8832,1.00,1.0,,,08/23/2020
8833,8833,2.90,21.0,,,08/23/2020
8834,8834,4.10,8.0,,,08/23/2020
8835,8835,3.60,5.0,,,08/23/2020
8836,8836,5.00,3.0,,,08/23/2020
8837,8837,4.00,5.0,,,08/23/2020
8838,8838,5.00,8.0,,,08/23/2020
8839,8839,0,,,,08/23/2020
8840,8840,5.00,1.0,,,08/23/2020
8841,8841,3.60,9.0,,,08/23/2020
8842,8842,4.30,7.0,,,08/23/2020
8843,8843,4.30,616.0,,,08/23/2020
8844,8844,4.30,305.0,,,08/23/2020
8845,8845,4.80,5004.0,5 Sizes,,08/23/2020
8846,8846,4.00,372.0,,,08/23/2020
8847,8847,4.20,771.0,,,08/23/2020
8848,8848,4.10,63.0,,,08/23/2020
8849,8849,4.20,139.0,,,08/23/2020
8850,8850,4.40,468.0,,,08/23/2020
8851,8851,4.30,769.0,,,08/23/2020
8852,8852,3.40,248.0,,,08/23/2020
8853,8853,4.40,1673.0,,,08/23/2020
8854,8854,4.30,45.0,,,08/23/2020
8855,8855,4.30,73.0,,,08/23/2020
8856,8856,4.50,163.0,,,08/23/2020
8857,8857,4.60,311.0,,,08/23/2020
8858,8858,4.00,133.0,2 Sizes,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",08/23/2020
8859,8859,4.60,1840.0,3 Sizes,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",08/23/2020
8860,8860,4.50,682.0,2 Sizes,,08/23/2020
8861,8861,4.50,2400.0,,Free Gift with Purchase!,08/23/2020
8862,8862,4.30,186.0,,,08/23/2020
8863,8863,4.20,5195.0,2 Sizes,,08/23/2020
8864,8864,4.80,4.0,,,08/23/2020
8865,8865,4.60,63.0,,,08/23/2020
8866,8866,4.60,19.0,,,08/23/2020
8867,8867,4.30,554.0,,,08/23/2020
8868,8868,4.30,58.0,,,08/23/2020
8869,8869,4.50,86.0,,,08/23/2020
8870,8870,4.30,33.0,,,08/23/2020
8871,8871,4.50,313.0,,,08/23/2020
8872,8872,4.50,166.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8873,8873,4.50,325.0,,,08/23/2020
8874,8874,4.60,879.0,3 Sizes,,08/23/2020
8875,8875,4.30,75.0,,,08/23/2020
8876,8876,4.00,16.0,,,08/23/2020
8877,8877,4.30,300.0,2 Sizes,"Buy 1, get 1 at 50% off!",08/23/2020
8878,8878,4.40,51.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8879,8879,3.90,277.0,2 Sizes,"Buy 1, get 1 at 50% off!",08/23/2020
8880,8880,4.20,207.0,,,08/23/2020
8881,8881,4.50,183.0,,,08/23/2020
8882,8882,4.70,875.0,,,08/23/2020
8883,8883,4.40,46.0,,,08/23/2020
8884,8884,4.30,27.0,2 Sizes,,08/23/2020
8885,8885,4.10,39.0,,,08/23/2020
8886,8886,4.50,161.0,,,08/23/2020
8887,8887,4.40,131.0,,,08/23/2020
8888,8888,3.80,165.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8889,8889,4.60,192.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8890,8890,3.90,40.0,2 Sizes,,08/23/2020
8891,8891,4.50,151.0,,,08/23/2020
8892,8892,4.60,1022.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8893,8893,4.60,954.0,2 Sizes,,08/23/2020
8894,8894,4.40,587.0,,,08/23/2020
8895,8895,3.70,70.0,,,08/23/2020
8896,8896,4.30,137.0,,,08/23/2020
8897,8897,4.10,94.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8898,8898,4.30,76.0,,,08/23/2020
8899,8899,4.40,401.0,2 Sizes,"Buy 1, get 1 at 50% off!",08/23/2020
8900,8900,4.50,161.0,,,08/23/2020
8901,8901,4.70,606.0,,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",08/23/2020
8902,8902,4.60,27.0,,,08/23/2020
8903,8903,4.30,60.0,,,08/23/2020
8904,8904,4.30,171.0,,,08/23/2020
8905,8905,4.40,472.0,3 Sizes,,08/23/2020
8906,8906,4.70,1719.0,,Free Gift with Purchase!,08/23/2020
8907,8907,4.50,1464.0,,,08/23/2020
8908,8908,4.50,491.0,,,08/23/2020
8909,8909,4.40,17.0,,,08/23/2020
8910,8910,4.70,120.0,,,08/23/2020
8911,8911,4.80,117.0,,,08/23/2020
8912,8912,4.50,345.0,,,08/23/2020
8913,8913,4.80,387.0,,,08/23/2020
8914,8914,3.60,69.0,,,08/23/2020
8915,8915,4.40,497.0,,,08/23/2020
8916,8916,4.40,52.0,2 Sizes,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",08/23/2020
8917,8917,4.80,16.0,,,08/23/2020
8918,8918,4.60,276.0,,,08/23/2020
8919,8919,4.80,232.0,,,08/23/2020
8920,8920,4.40,220.0,,Free Gift with Purchase!,08/23/2020
8921,8921,4.60,381.0,,,08/23/2020
8922,8922,4.40,401.0,,,08/23/2020
8923,8923,4.30,45.0,,Free Gift with Purchase!,08/23/2020
8924,8924,4.50,85.0,,,08/23/2020
8925,8925,4.70,263.0,,,08/23/2020
8926,8926,4.40,74.0,,,08/23/2020
8927,8927,4.40,148.0,,,08/23/2020
8928,8928,4.30,135.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8929,8929,4.10,283.0,,,08/23/2020
8930,8930,4.10,27.0,,,08/23/2020
8931,8931,4.60,833.0,,,08/23/2020
8932,8932,4.50,191.0,,,08/23/2020
8933,8933,4.70,127.0,,,08/23/2020
8934,8934,4.50,657.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8935,8935,4.40,1344.0,2 Sizes,,08/23/2020
8936,8936,4.60,468.0,,,08/23/2020
8937,8937,4.50,345.0,,,08/23/2020
8938,8938,4.60,387.0,,,08/23/2020
8939,8939,4.50,48.0,,Free Gift with Purchase!,08/23/2020
8940,8940,4.50,12.0,,,08/23/2020
8941,8941,4.30,52.0,3 Sizes,,08/23/2020
8942,8942,4.70,178.0,2 Sizes,"Buy 1, get 1 at 50% off!",08/23/2020
8943,8943,4.50,42.0,,Free Gift with Purchase!,08/23/2020
8944,8944,4.50,199.0,,,08/23/2020
8945,8945,4.80,343.0,3 Sizes,,08/23/2020
8946,8946,3.50,173.0,,,08/23/2020
8947,8947,4.30,28.0,2 Sizes,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",08/23/2020
8948,8948,4.50,143.0,,,08/23/2020
8949,8949,4.60,2957.0,2 Sizes,Free Gift with Purchase!,08/23/2020
8950,8950,4.50,162.0,,,08/23/2020
8951,8951,3.60,445.0,3 Sizes,,08/23/2020
8952,8952,4.60,114.0,,,08/23/2020
8953,8953,4.50,221.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8954,8954,4.40,645.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8955,8955,4.10,429.0,2 Sizes,Free Gift with Purchase!,08/23/2020
8956,8956,3.90,179.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8957,8957,3.40,56.0,,,08/23/2020
8958,8958,4.50,152.0,,,08/23/2020
8959,8959,4.80,99.0,,,08/23/2020
8960,8960,4.60,374.0,2 Sizes,"Buy 1, get 1 at 50% off!",08/23/2020
8961,8961,4.20,190.0,2 Sizes,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",08/23/2020
8962,8962,4.70,127.0,,,08/23/2020
8963,8963,4.70,38.0,,,08/23/2020
8964,8964,4.50,31.0,,Free Gift with Purchase!,08/23/2020
8965,8965,0,,,,08/23/2020
8966,8966,4.40,614.0,2 Sizes,,08/23/2020
8967,8967,4.30,151.0,,,08/23/2020
8968,8968,4.60,794.0,2 Sizes,Free Gift with Purchase!,08/23/2020
8969,8969,4.40,372.0,,,08/23/2020
8970,8970,3.60,79.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8971,8971,4.90,16.0,,,08/23/2020
8972,8972,4.60,539.0,,,08/23/2020
8973,8973,4.90,82.0,,"Buy 1, get 1 at 50% off!",08/23/2020
8974,8974,4.40,150.0,,,08/23/2020
8975,8975,4.10,40.0,,,08/23/2020
8976,8976,4.40,203.0,,,08/23/2020
8977,8977,4.20,796.0,,Free Gift with Purchase!,08/23/2020
8978,8978,4.50,272.0,,,08/23/2020
8979,8979,4.20,41.0,,,08/23/2020
8980,8980,4.80,50.0,,,08/23/2020
8981,8981,4.70,14.0,,,08/23/2020
8982,8982,4.10,358.0,,,08/23/2020
8983,8983,4.60,85.0,,,08/23/2020
8984,8984,3.90,36.0,,,08/23/2020
8985,8985,4.20,329.0,,,08/23/2020
8986,8986,4.30,91.0,,,08/23/2020
8987,8987,4.70,2021.0,,Free Gift with Purchase!,08/23/2020
8988,8988,4.60,1215.0,,,08/23/2020
8989,8989,5.00,3.0,,,08/23/2020
8990,8990,4.80,160.0,,,08/23/2020
8991,8991,4.50,64.0,,,08/23/2020
8992,8992,4.30,30.0,,,08/23/2020
8993,8993,4.10,137.0,,,08/23/2020
8994,8994,0.00,,,,08/23/2020
8995,8995,3.70,19.0,,,08/23/2020
8996,8996,5.00,3.0,,,08/23/2020
8997,8997,4.40,114.0,,,08/23/2020
8998,8998,4.00,56.0,,,08/23/2020
8999,8999,4.10,1363.0,,,08/23/2020
9000,9000,4.50,41.0,,,08/23/2020
9001,9001,4.50,243.0,3 Sizes,,08/23/2020
9002,9002,4.60,1274.0,,,08/23/2020
9003,9003,4.20,137.0,,,08/23/2020
9004,9004,4.00,30.0,,Free Gift with Purchase!,08/23/2020
9005,9005,4.80,479.0,,,08/23/2020
9006,9006,4.70,277.0,,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",08/23/2020
9007,9007,4.60,337.0,,Free Gift with Purchase!,08/23/2020
9008,9008,4.00,22.0,,,08/23/2020
9009,9009,4.10,37.0,,,08/23/2020
9010,9010,4.80,166.0,,,08/23/2020
9011,9011,4.60,31.0,,,08/23/2020
9012,9012,4.40,22.0,,,08/23/2020
9013,9013,4.40,276.0,,,08/23/2020
9014,9014,4.70,69.0,,,08/23/2020
9015,9015,4.70,30.0,,,08/23/2020
9016,9016,4.30,114.0,,,08/23/2020
9017,9017,4.40,1256.0,,,08/23/2020
9018,9018,4.30,183.0,,,08/23/2020
9019,9019,4.60,178.0,,,08/23/2020
9020,9020,4.30,675.0,,,08/23/2020
9021,9021,4.20,138.0,,,08/23/2020
9022,9022,4.20,72.0,,,08/23/2020
9023,9023,4.60,172.0,,,08/23/2020
9024,9024,4.50,665.0,,,08/23/2020
9025,9025,4.40,970.0,,,08/23/2020
9026,9026,4.40,58.0,,Free Gift with Purchase!,08/23/2020
9027,9027,4.40,240.0,,,08/23/2020
9028,9028,4.70,35.0,,,08/23/2020
9029,9029,4.20,9.0,,,08/23/2020
9030,9030,4.40,305.0,,,08/23/2020
9031,9031,4.60,161.0,,,08/23/2020
9032,9032,4.40,7.0,,Free Gift with Purchase!,08/23/2020
9033,9033,4.40,23.0,,,08/23/2020
9034,9034,4.30,255.0,,,08/23/2020
9035,9035,3.70,27.0,,,08/23/2020
9036,9036,3.60,300.0,,,08/23/2020
9037,9037,4.20,87.0,,"Buy 1, get 1 at 50% off!",08/23/2020
9038,9038,4.70,576.0,,,08/23/2020
9039,9039,4.50,886.0,,"Buy 1, get 1 at 50% off!",08/23/2020
9040,9040,4.20,40.0,,,08/23/2020
9041,9041,4.30,34.0,,Free Gift with Purchase!,08/23/2020
9042,9042,4.70,48.0,,,08/23/2020
9043,9043,4.60,39.0,,,08/23/2020
9044,9044,4.40,101.0,,,08/23/2020
9045,9045,4.30,52.0,,,08/23/2020
9046,9046,4.50,73.0,,"Online Only Purchase $50 in Clinique product and get a Instant Refresh Set (sku 2569576) for $15 (offer valid 8/2/20-8/31/20)!
						

									Free Gift with Purchase!",08/23/2020
9047,9047,4.40,756.0,,,08/23/2020
9048,9048,4.50,2.0,,,08/23/2020
9049,9049,4.80,95.0,,,08/23/2020
9050,9050,3.80,146.0,,,08/23/2020
9051,9051,4.90,18.0,,,08/23/2020
9052,9052,4.70,101.0,,,08/23/2020
9053,9053,4.50,594.0,,,08/23/2020
9054,9054,3.70,75.0,,,08/23/2020
9055,9055,4.30,21.0,,,08/23/2020
9056,9056,5.00,2.0,,,08/23/2020
9057,9057,4.60,5.0,,,08/23/2020
9058,9058,4.10,42.0,,,08/23/2020
9059,9059,4.30,25.0,,,08/23/2020
9060,9060,4.40,42.0,,,08/23/2020
9061,9061,4.20,804.0,,,08/23/2020
9062,9062,4.40,84.0,,,08/23/2020
9063,9063,4.10,76.0,,,08/23/2020
9064,9064,4.30,47.0,,Free Gift with Purchase!,08/23/2020
9065,9065,4.20,655.0,,,08/23/2020
9066,9066,3.50,13.0,,,08/23/2020
9067,9067,3.70,7.0,,,08/23/2020
9068,9068,4.40,21.0,,,08/23/2020
9069,9069,4.50,113.0,,,08/23/2020
9070,9070,4.40,83.0,,,08/23/2020
9071,9071,4.40,123.0,,,08/23/2020
9072,9072,4.80,175.0,,,08/23/2020
9073,9073,4.30,156.0,,,08/23/2020
9074,9074,4.30,746.0,,,08/23/2020
9075,9075,4.40,105.0,,,08/23/2020
9076,9076,3.30,268.0,,,08/23/2020
9077,9077,4.20,859.0,,,08/23/2020
9078,9078,4.50,17.0,,,08/23/2020
9079,9079,4.50,4.0,,,08/23/2020
9080,9080,3.70,20.0,,,08/23/2020
9081,9081,4.40,65.0,,,08/23/2020
9082,9082,4.70,414.0,,,08/23/2020
9083,9083,4.30,1145.0,,"Buy 1, get 1 at 50% off!",08/23/2020
9084,9084,4.50,17.0,,,08/23/2020
9085,9085,4.10,14.0,,,08/23/2020
9086,9086,3.00,13.0,,Free Gift with Purchase!,08/23/2020
9087,9087,4.30,54.0,,,08/23/2020
9088,9088,5.00,1.0,,3 for $30!,08/23/2020
9089,9089,4.50,62.0,,,08/23/2020
9090,9090,4.60,231.0,,,08/23/2020
9091,9091,4.70,35.0,,,08/23/2020
9092,9092,4.40,92.0,,,08/23/2020
9093,9093,4.70,34.0,,,08/23/2020
9094,9094,4.70,47.0,,,08/23/2020
9095,9095,4.60,620.0,,,08/23/2020
9096,9096,4.50,2.0,,,08/23/2020
9097,9097,3.40,265.0,,,08/23/2020
9098,9098,4.50,98.0,2 Sizes,,08/23/2020
9099,9099,4.40,41.0,,,08/23/2020
9100,9100,5.00,4.0,,,08/23/2020
9101,9101,3.30,159.0,,"Buy 1, get 1 at 50% off!",08/23/2020
9102,9102,4.70,875.0,,,08/23/2020
9103,9103,4.30,61.0,,,08/23/2020
9104,9104,4.60,9.0,2 Sizes,,08/23/2020
9105,9105,4.60,35.0,,,08/23/2020
9106,9106,3.50,12.0,,,08/23/2020
9107,9107,4.60,128.0,,,08/23/2020
9108,9108,5.00,3.0,,,08/23/2020
9109,9109,4.30,3.0,,,08/23/2020
9110,9110,4.60,879.0,,,08/23/2020
9111,9111,4.50,113.0,,,08/23/2020
9112,9112,4.50,167.0,,,08/23/2020
9113,9113,4.10,435.0,,,08/23/2020
9114,9114,4.30,17.0,,,08/23/2020
9115,9115,4.60,115.0,,,08/23/2020
9116,9116,3.80,39.0,,,08/23/2020
9117,9117,4.90,157.0,,,08/23/2020
9118,9118,4.60,25.0,,,08/23/2020
9119,9119,4.10,84.0,,,08/23/2020
9120,9120,4.30,39.0,,,08/23/2020
9121,9121,4.40,95.0,,,08/23/2020
9122,9122,5.00,8.0,,,08/23/2020
9123,9123,4.80,117.0,,,08/23/2020
9124,9124,4.30,55.0,,,08/23/2020
9125,9125,3.70,35.0,2 Sizes,Free Gift with Purchase!,08/23/2020
9126,9126,3.80,12.0,,,08/23/2020
9127,9127,4.40,54.0,,,08/23/2020
9128,9128,3.50,37.0,,,08/23/2020
9129,9129,3.90,1232.0,,,08/23/2020
9130,9130,4.10,283.0,,,08/23/2020
9131,9131,4.50,13.0,2 Sizes,,08/23/2020
9132,9132,4.90,669.0,,,08/23/2020
9133,9133,4.70,711.0,,,08/23/2020
9134,9134,4.90,944.0,,,08/23/2020
9135,9135,4.70,589.0,,,08/23/2020
9136,9136,4.80,346.0,,,08/23/2020
9137,9137,4.70,102.0,,,08/23/2020
9138,9138,4.20,28.0,,,08/23/2020
9139,9139,4.40,29.0,4 Options,,08/23/2020
9140,9140,4.40,715.0,,,08/23/2020
9141,9141,4.80,367.0,,,08/23/2020
9142,9142,0.00,,,,08/23/2020
9143,9143,4.70,266.0,,,08/23/2020
9144,9144,4.90,157.0,,,08/23/2020
9145,9145,4.80,104.0,,,08/23/2020
9146,9146,5.00,1.0,,,08/23/2020
9147,9147,4.80,304.0,,,08/23/2020
9148,9148,5.00,2.0,,,08/23/2020
9149,9149,4.60,60.0,,,08/23/2020
9150,9150,4.80,161.0,,,08/23/2020
9151,9151,5.00,3.0,,,08/23/2020
9152,9152,4.50,96.0,,,08/23/2020
9153,9153,4.90,767.0,,,08/23/2020
9154,9154,4.30,4.0,,,08/23/2020
9155,9155,5.00,2.0,,,08/23/2020
9156,9156,4.30,47.0,,,08/23/2020
9157,9157,4.70,12.0,2 Sizes,,08/23/2020
9158,9158,4.00,6.0,,,08/23/2020
9159,9159,4.70,3.0,,,08/23/2020
9160,9160,4.50,4.0,,,08/23/2020
9161,9161,4.80,93.0,,,08/23/2020
9162,9162,4.80,473.0,,,08/23/2020
9163,9163,4.60,47.0,,,08/23/2020
9164,9164,5.00,1.0,,,08/23/2020
9165,9165,4.00,24.0,,,08/23/2020
9166,9166,3.80,4.0,,,08/23/2020
9167,9167,4.50,13.0,,,08/23/2020
9168,9168,3.70,6.0,,,08/23/2020
9169,9169,5.00,2.0,,,08/23/2020
9170,9170,4.70,7.0,2 Sizes,,08/23/2020
9171,9171,4.20,5.0,,,08/23/2020
9172,9172,3.90,7.0,,,08/23/2020
9173,9173,1.00,1.0,,,08/23/2020
9174,9174,5.00,1.0,,,08/23/2020
9175,9175,0,,,,08/23/2020
9176,9176,4.00,5.0,,,08/23/2020
9177,9177,0.00,,,,08/23/2020
9178,9178,4.70,12.0,,,08/23/2020
9179,9179,0.00,,,,08/23/2020
9180,9180,5.00,1.0,,,08/23/2020
9181,9181,2.50,2.0,,,08/23/2020
9182,9182,4.00,5.0,,,08/23/2020
9183,9183,3.20,6.0,,,08/23/2020
9184,9184,4.00,10.0,,,08/23/2020
9185,9185,3.60,14.0,,,08/23/2020
9186,9186,4.50,2.0,,,08/23/2020
9187,9187,0,,,,08/23/2020
9188,9188,5.00,1.0,,,08/23/2020
9189,9189,4.10,436.0,2 Sizes,,08/23/2020
9190,9190,4.40,1358.0,,,08/23/2020
9191,9191,4.10,418.0,3 Colors,,08/23/2020
9192,9192,4.40,679.0,3 Sizes,,08/23/2020
9193,9193,4.20,394.0,2 Sizes,,08/23/2020
9194,9194,4.30,66.0,2 Sizes,,08/23/2020
9195,9195,4.40,701.0,,,08/23/2020
9196,9196,4.30,27.0,,,08/23/2020
9197,9197,4.10,125.0,2 Colors,,08/23/2020
9198,9198,4.00,45.0,,,08/23/2020
9199,9199,4.40,241.0,,,08/23/2020
9200,9200,4.30,136.0,,,08/23/2020
9201,9201,4.10,81.0,,,08/23/2020
9202,9202,4.40,671.0,,,08/23/2020
9203,9203,4.90,48.0,,,08/23/2020
9204,9204,4.70,372.0,,,08/23/2020
9205,9205,4.30,83.0,3 Colors,,08/23/2020
9206,9206,4.10,85.0,2 Colors,,08/23/2020
9207,9207,4.60,1411.0,,,08/23/2020
9208,9208,4.40,316.0,,,08/23/2020
9209,9209,4.00,4.0,,,08/23/2020
9210,9210,4.10,28.0,,,08/23/2020
9211,9211,4.20,930.0,2 Colors,,08/23/2020
9212,9212,3.90,180.0,,,08/23/2020
9213,9213,4.10,75.0,4 Colors,,08/23/2020
9214,9214,3.90,65.0,3 Colors,,08/23/2020
9215,9215,4.20,127.0,,,08/23/2020
9216,9216,4.30,290.0,,,08/23/2020
9217,9217,3.70,35.0,,,08/23/2020
9218,9218,3.90,337.0,2 Colors,,08/23/2020
9219,9219,4.10,197.0,2 Colors,,08/23/2020
9220,9220,3.30,14.0,,,08/23/2020
9221,9221,3.90,135.0,,,08/23/2020
9222,9222,3.80,6.0,,,08/23/2020
9223,9223,4.70,130.0,2 Colors,,08/23/2020
9224,9224,4.30,90.0,,,08/23/2020
9225,9225,4.30,188.0,,,08/23/2020
9226,9226,4.10,177.0,,,08/23/2020
9227,9227,4.60,120.0,,,08/23/2020
9228,9228,4.10,86.0,,,08/23/2020
9229,9229,3.80,57.0,,,08/23/2020
9230,9230,3.90,32.0,,,08/23/2020
9231,9231,3.80,629.0,,,08/23/2020
9232,9232,4.10,29.0,3 Colors,,08/23/2020
9233,9233,4.20,29.0,3 Colors,,08/23/2020
9234,9234,3.50,210.0,2 Colors,,08/23/2020
9235,9235,3.90,235.0,2 Colors,,08/23/2020
9236,9236,3.10,146.0,,,08/23/2020
9237,9237,4.10,243.0,,,08/23/2020
9238,9238,4.90,585.0,,Free Gift with Purchase!,08/23/2020
9239,9239,4.30,115.0,,,08/23/2020
9240,9240,4.60,12.0,,,08/23/2020
9241,9241,4.40,46.0,2 Colors,,08/23/2020
9242,9242,4.80,18.0,,,08/23/2020
9243,9243,4.20,1388.0,2 Colors,,08/23/2020
9244,9244,4.00,52.0,,,08/23/2020
9245,9245,3.70,197.0,,,08/23/2020
9246,9246,4.50,14.0,3 Colors,,08/23/2020
9247,9247,4.30,182.0,,,08/23/2020
9248,9248,4.40,95.0,,,08/23/2020
9249,9249,4.60,1411.0,,,08/23/2020
9250,9250,4.10,157.0,2 Colors,,08/23/2020
9251,9251,3.10,35.0,,,08/23/2020
9252,9252,3.70,63.0,,,08/23/2020
9253,9253,4.00,244.0,,,08/23/2020
9254,9254,4.20,209.0,,,08/23/2020
9255,9255,4.50,175.0,,,08/23/2020
9256,9256,4.40,202.0,,,08/23/2020
9257,9257,4.30,52.0,,,08/23/2020
9258,9258,4.00,126.0,,,08/23/2020
9259,9259,4.50,128.0,,,08/23/2020
